"null"	"Datum"	"Name"	"Ticker"	"Letzter"	"Preis"	"Menge"	"Pos. Veränd."	"Richtung"	"Typ"	"Stop"	"Limit"	"Status"	"Gewinn"	"Gewinn pro Einheit"	"Trail. Stop"	"% Gap"	"Bid"	"Spread"	"Ask"	"Gültigkeit"	"Kommentar"	"Dauer"	"Typ"	"Sektor"	"Börsenplatz"	"Währung"	
""	"21 Juni 2026, 17:45:38"	"ADVANCED MICRO DEVICES"	"AMD"	"518,70$"	"441,20$"	"6"	""	"Kauf"	"Limit"	""	"441,20$"	"Pending"	"-"	"-"	""	"-14,94%"	"518,01"	"0,21%"	"519,10"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"21 Juni 2026, 17:44:56"	"NU CLASS A"	"NU"	"12,59$"	"12,00$"	"200"	""	"Kauf"	"Limit"	""	"12,00$"	"Pending"	"-"	"-"	""	"-4,69%"	"12,55"	"0,40%"	"12,60"	"Kein Limit"	""	""	"AKT"	"Finanzdienstleistung"	"NYSE ETH"	"USD"	
""	"21 Juni 2026, 17:43:24"	"ROCKWELL AUTOMATION"	"ROK"	"473,87$"	"457,80$"	"8"	""	"Kauf"	"Limit"	""	"457,80$"	"Pending"	"-"	"-"	""	"-3,39%"	"462,50"	"2,49%"	"474,00"	"Kein Limit"	""	""	"AKT"	"Industrieunternehmen"	"NYSE ETH"	"USD"	
""	"21 Juni 2026, 17:43:24"	"ROCKWELL AUTOMATION"	"ROK"	"473,87$"	"434,91$"	"-8"	""	"Verkauf"	"Stop"	"434,91$"	""	"Inaktiv"	"-"	"-"	""	"-8,22%"	"462,50"	"2,49%"	"474,00"	"Kein Limit"	""	""	"AKT"	"Industrieunternehmen"	"NYSE ETH"	"USD"	
""	"21 Juni 2026, 17:40:41"	"TAIWAN SEMICONDUCTOR MANUFACTURING"	"TSM"	"445,55$"	"404,90$"	"10"	""	"Kauf"	"Limit"	""	"404,90$"	"Pending"	"-"	"-"	""	"-9,12%"	"445,00"	"0,19%"	"445,83"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NYSE ETH"	"USD"	
""	"21 Juni 2026, 17:39:29"	"PALO ALTO NETWORKS"	"PANW"	"284,02$"	"250,80$"	"10"	""	"Kauf"	"Limit"	""	"250,80$"	"Pending"	"-"	"-"	""	"-11,70%"	"283,20"	"0,64%"	"285,00"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"21 Juni 2026, 17:38:41"	"VISA"	"V"	"326,92$"	"310,05$"	"6"	""	"Kauf"	"Limit"	""	"310,05$"	"Pending"	"-"	"-"	""	"-5,16%"	"325,35"	"0,64%"	"327,43"	"Kein Limit"	""	""	"AKT"	"Industrieunternehmen"	"NYSE ETH"	"USD"	
""	"21 Juni 2026, 17:35:19"	"ARISTA NETWORKS"	"ANET"	"167,84$"	"145,50$"	"20"	""	"Kauf"	"Limit"	""	"145,50$"	"Pending"	"-"	"-"	""	"-13,31%"	"167,80"	"0,46%"	"168,57"	"Kein Limit"	""	""	"AKT"	"Telekommunikation"	"NYSE ETH"	"USD"	
""	"21 Juni 2026, 17:35:00"	"CLOUDFLARE CLASS A"	"NET"	"217,15$"	"193,60$"	"10"	""	"Kauf"	"Limit"	""	"193,60$"	"Pending"	"-"	"-"	""	"-10,85%"	"216,00"	"0,93%"	"218,00"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NYSE ETH"	"USD"	
""	"21 Juni 2026, 17:34:30"	"CROWDSTRIKE"	"CRWD"	"671,98$"	"619,50$"	"6"	""	"Kauf"	"Limit"	""	"619,50$"	"Pending"	"-"	"-"	""	"-7,81%"	"670,12"	"0,28%"	"672,00"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"21 Juni 2026, 17:31:40"	"BLOCK CLASS A"	"XYZ"	"71,76$"	"67,88$"	"50"	""	"Kauf"	"Limit"	""	"67,88$"	"Pending"	"-"	"-"	""	"-5,41%"	"70,62"	"1,84%"	"71,92"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NYSE ETH"	"USD"	
""	"21 Juni 2026, 17:31:21"	"SERVICENOW"	"NOW"	"94,22$"	"88,80$"	"50"	""	"Kauf"	"Limit"	""	"88,80$"	"Pending"	"-"	"-"	""	"-5,75%"	"94,20"	"0,30%"	"94,48"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NYSE ETH"	"USD"	
""	"21 Juni 2026, 17:16:21"	"SERVICENOW"	"NOW"	"94,22$"	"84,36$"	"-50"	""	"Verkauf"	"Stop"	"84,36$"	""	"Inaktiv"	"-"	"-"	""	"-10,46%"	"94,20"	"0,30%"	"94,48"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NYSE ETH"	"USD"	
""	"21 Juni 2026, 16:59:56"	"NU CLASS A"	"NU"	"12,59$"	"11,40$"	"-200"	""	"Verkauf"	"Stop"	"11,40$"	""	"Inaktiv"	"-"	"-"	""	"-9,45%"	"12,55"	"0,40%"	"12,60"	"Kein Limit"	""	""	"AKT"	"Finanzdienstleistung"	"NYSE ETH"	"USD"	
""	"21 Juni 2026, 16:53:41"	"VISA"	"V"	"326,92$"	"294,55$"	"-6"	""	"Verkauf"	"Stop"	"294,55$"	""	"Inaktiv"	"-"	"-"	""	"-9,90%"	"325,35"	"0,64%"	"327,43"	"Kein Limit"	""	""	"AKT"	"Industrieunternehmen"	"NYSE ETH"	"USD"	
""	"21 Juni 2026, 14:20:00"	"CLOUDFLARE CLASS A"	"NET"	"217,15$"	"183,92$"	"-10"	""	"Verkauf"	"Stop"	"183,92$"	""	"Inaktiv"	"-"	"-"	""	"-15,30%"	"216,00"	"0,93%"	"218,00"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NYSE ETH"	"USD"	
""	"21 Juni 2026, 13:54:29"	"PALO ALTO NETWORKS"	"TSLA"	"284,02$"	"238,26$"	"-10"	""	"Verkauf"	"Stop"	"238,26$"	""	"Inaktiv"	"-"	"-"	""	"-16,11%"	"283,20"	"0,64%"	"285,00"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"21 Juni 2026, 13:49:54"	"CROWDSTRIKE"	"CRWD"	"671,98$"	"588,50$"	"-6"	""	"Verkauf"	"Stop"	"588,50$"	""	"Inaktiv"	"-"	"-"	""	"-12,42%"	"670,12"	"0,28%"	"672,00"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"21 Juni 2026, 13:40:41"	"TAIWAN SEMICONDUCTOR MANUFACTURING"	"TSM"	"445,55$"	"384,66$"	"-10"	""	"Verkauf"	"Stop"	"384,66$"	""	"Inaktiv"	"-"	"-"	""	"-13,67%"	"445,00"	"0,19%"	"445,83"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NYSE ETH"	"USD"	
""	"21 Juni 2026, 13:35:19"	"ARISTA NETWORKS"	"ANET"	"167,84$"	"138,23$"	"-20"	""	"Verkauf"	"Stop"	"138,23$"	""	"Inaktiv"	"-"	"-"	""	"-17,64%"	"167,80"	"0,46%"	"168,57"	"Kein Limit"	""	""	"AKT"	"Telekommunikation"	"NYSE ETH"	"USD"	
""	"21 Juni 2026, 13:30:38"	"ADVANCED MICRO DEVICES"	"AMD"	"518,70$"	"419,14$"	"-6"	""	"Verkauf"	"Stop"	"419,14$"	""	"Inaktiv"	"-"	"-"	""	"-19,19%"	"518,01"	"0,21%"	"519,10"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"21 Juni 2026, 12:01:40"	"BLOCK CLASS A"	"XYZ"	"71,76$"	"64,49$"	"-50"	""	"Verkauf"	"Stop"	"64,49$"	""	"Inaktiv"	"-"	"-"	""	"-10,13%"	"70,62"	"1,84%"	"71,92"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NYSE ETH"	"USD"	
""	"20 Juni 2026, 19:34:40"	"BROADCOM"	"AVGO"	"376,75$"	"385,00$"	"-10"	""	"Verkauf"	"Stop"	"385,00$"	""	"Pending"	"-"	"-"	""	"+2,19%"	"376,39"	"0,16%"	"377,00"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"20 Juni 2026, 19:33:51"	"NVIDIA"	"NVDA"	"202,30$"	"202,50$"	"-20"	""	"Verkauf"	"Stop"	"202,50$"	""	"Pending"	"-"	"-"	""	"+0,10%"	"202,20"	"0,05%"	"202,30"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"17 Juni 2026, 15:42:53"	"AMAZON"	"AMZN"	"230,30$"	"230,09$"	"-10"	""	"Verkauf"	"Stop"	"230,09$"	""	"Pending"	"-"	"-"	""	"-0,09%"	"230,10"	"0,09%"	"230,30"	"Kein Limit"	""	""	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"11 Juni 2026, 21:09:34"	"TESLA"	"TSLA"	"393,00$"	"382,45$"	"-10"	""	"Verkauf"	"Stop"	"382,45$"	""	"Pending"	"-"	"-"	""	"-2,68%"	"392,74"	"0,09%"	"393,10"	"Kein Limit"	""	""	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	

