"null"	"Datum"	"Name"	"Ticker"	"Letzter"	"Preis"	"Menge"	"Pos. Veränd."	"Richtung"	"Typ"	"Stop"	"Limit"	"Status"	"Gewinn"	"Gewinn pro Einheit"	"Trail. Stop"	"% Gap"	"Bid"	"Spread"	"Ask"	"Gültigkeit"	"Kommentar"	"Dauer"	"Typ"	"Sektor"	"Börsenplatz"	"Währung"	
""	"21 Juni 2026, 14:20:00"	"CLOUDFLARE CLASS A"	"NET"	"227,79$"	"183,92$"	"-10"	""	"Verkauf"	"Stop"	"183,92$"	""	"Inaktiv"	"-"	"-"	""	"-19,26%"	"220,25"	"3,42%"	"227,79"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NYSE ETH"	"USD"	
""	"21 Juni 2026, 13:54:29"	"PALO ALTO NETWORKS"	"PANW"	"284,18$"	"238,26$"	"-10"	""	"Verkauf"	"Stop"	"238,26$"	""	"Inaktiv"	"-"	"-"	""	"-16,16%"	"282,10"	"0,82%"	"284,40"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"21 Juni 2026, 13:49:54"	"CROWDSTRIKE"	"CRWD"	"670,27$"	"588,50$"	"-6"	""	"Verkauf"	"Stop"	"588,50$"	""	"Inaktiv"	"-"	"-"	""	"-12,20%"	"670,15"	"0,13%"	"671,00"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"21 Juni 2026, 13:40:41"	"TAIWAN SEMICONDUCTOR MANUFACTURING"	"TSM"	"451,20$"	"384,66$"	"-10"	""	"Verkauf"	"Stop"	"384,66$"	""	"Inaktiv"	"-"	"-"	""	"-14,75%"	"450,66"	"0,12%"	"451,20"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NYSE ETH"	"USD"	
""	"21 Juni 2026, 13:35:19"	"ARISTA NETWORKS"	"ANET"	"165,93$"	"138,23$"	"-20"	""	"Verkauf"	"Stop"	"138,23$"	""	"Inaktiv"	"-"	"-"	""	"-16,69%"	"165,50"	"0,79%"	"166,80"	"Kein Limit"	""	""	"AKT"	"Telekommunikation"	"NYSE ETH"	"USD"	
""	"21 Juni 2026, 13:30:38"	"ADVANCED MICRO DEVICES"	"AMD"	"535,73$"	"419,14$"	"-6"	""	"Verkauf"	"Stop"	"419,14$"	""	"Inaktiv"	"-"	"-"	""	"-21,76%"	"535,50"	"0,09%"	"536,00"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"21 Juni 2026, 12:01:40"	"BLOCK CLASS A"	"XYZ"	"75,75$"	"64,49$"	"-50"	""	"Verkauf"	"Stop"	"64,49$"	""	"Inaktiv"	"-"	"-"	""	"-14,86%"	"75,70"	"0,21%"	"75,86"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NYSE ETH"	"USD"	
""	"17 Juni 2026, 15:42:53"	"AMAZON"	"AMZN"	"235,00$"	"230,09$"	"-10"	""	"Verkauf"	"Stop"	"230,09$"	""	"Pending"	"-"	"-"	""	"-2,09%"	"234,78"	"0,09%"	"235,00"	"Kein Limit"	""	""	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"17 Juni 2026, 15:42:53"	"AMAZON"	"AMZN"	""	"242,20$"	"10"	"0 => 10"	"Kauf"	"Limit"	""	"242,20$"	"Ausgeführt"	"-"	"-"	""	""	"234,78"	"0,09%"	"235,00"	"Kein Limit"	""	""	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"12 Juni 2026, 19:32:04"	"SPACE EXPLORATION TECHNOLOGIES"	"SPCX"	""	"168,61$"	"-1"	"1 => 0"	"Verkauf"	"Stop"	"168,74$"	""	"Ausgeführt"	"+9,33$"	"+5,86%"	""	""	"154,67"	"0,19%"	"154,96"	"Kein Limit"	""	"6,1M"	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"12 Juni 2026, 17:50:28"	"SPACE EXPLORATION TECHNOLOGIES"	"SPCX"	""	"159,28$"	"1"	"0 => 1"	"Kauf"	"Limit"	""	"159,28$"	"Ausgeführt"	"-"	"-"	""	""	"154,67"	"0,19%"	"154,96"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"12 Juni 2026, 15:44:55"	"AMAZON"	"AMZN"	""	"235,59$"	"-20"	"20 => 0"	"Verkauf"	"Stop"	"235,64$"	""	"Ausgeführt"	"-48,40$"	"-1,02%"	""	""	"234,78"	"0,09%"	"235,00"	"Kein Limit"	""	"159M"	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"11 Juni 2026, 15:30:02"	"SUPER MICRO COMPUTER"	"SMCI"	""	"29,41$"	"-100"	"100 => 0"	"Verkauf"	"Stop"	"29,00$"	""	"Ausgeführt"	"-48,00$"	"-1,61%"	""	""	"33,85"	"0,09%"	"33,88"	"Kein Limit"	""	"64,1M"	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"11 Juni 2026, 01:12:17"	"NVIDIA"	"NVDA"	""	"199,10$"	"20"	"0 => 20"	"Kauf"	"Limit"	""	"199,10$"	"Ausgeführt"	"-"	"-"	""	""	"200,28"	"0,03%"	"200,35"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"10 Juni 2026, 21:50:01"	"ALPHABET CLASS A"	"GOOGL"	""	"355,30$"	"10"	"0 => 10"	"Kauf"	"Limit"	""	"355,30$"	"Ausgeführt"	"-"	"-"	""	""	"344,69"	"0,11%"	"345,06"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"10 Juni 2026, 21:41:03"	"SUPER MICRO COMPUTER"	"SMCI"	""	"29,89$"	"100"	"0 => 100"	"Kauf"	"Limit"	""	"29,89$"	"Ausgeführt"	"-"	"-"	""	""	"33,85"	"0,09%"	"33,88"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"10 Juni 2026, 21:18:59"	"SUPER MICRO COMPUTER"	"SMCI"	""	"30,73$"	"-100"	"100 => 0"	"Verkauf"	"Stop"	"30,74$"	""	"Ausgeführt"	"-54,79$"	"-1,75%"	""	""	"33,85"	"0,09%"	"33,88"	"Kein Limit"	""	"1,14M"	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"10 Juni 2026, 21:00:03"	"SUPER MICRO COMPUTER"	"SMCI"	""	"31,28$"	"100"	"0 => 100"	"Kauf"	"Limit"	""	"31,28$"	"Ausgeführt"	"-"	"-"	""	""	"33,85"	"0,09%"	"33,88"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"10 Juni 2026, 20:59:41"	"BROADCOM"	"AVGO"	""	"373,25$"	"10"	"0 => 10"	"Kauf"	"Limit"	""	"373,25$"	"Ausgeführt"	"-"	"-"	""	""	"387,48"	"0,20%"	"388,25"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"10 Juni 2026, 20:55:49"	"TESLA"	"TSLA"	""	"381,65$"	"10"	"0 => 10"	"Kauf"	"Limit"	""	"381,65$"	"Ausgeführt"	"-"	"-"	""	""	"376,82"	"0,02%"	"376,90"	"Kein Limit"	""	""	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"10 Juni 2026, 19:38:47"	"PALO ALTO NETWORKS"	"AMZN"	""	"238,01$"	"20"	"0 => 20"	"Kauf"	"Limit"	""	"238,01$"	"Ausgeführt"	"-"	"-"	""	""	"234,78"	"0,09%"	"235,00"	"Kein Limit"	""	""	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"9 Juni 2026, 16:47:57"	"TESLA"	"TSLA"	""	"403,20$"	"-10"	"10 => 0"	"Verkauf"	"Stop"	"403,15$"	""	"Ausgeführt"	"+32,97$"	"+0,82%"	""	""	"376,82"	"0,02%"	"376,90"	"Kein Limit"	""	"341M"	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"9 Juni 2026, 16:31:54"	"BROADCOM"	"AVGO"	""	"391,96$"	"-15"	"15 => 0"	"Verkauf"	"Stop"	"392,00$"	""	"Ausgeführt"	"-74,97$"	"-1,26%"	""	""	"387,48"	"0,20%"	"388,25"	"Kein Limit"	""	"79,6M"	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"9 Juni 2026, 16:12:01"	"NVIDIA"	"NVDA"	""	"207,06$"	"-20"	"20 => 0"	"Verkauf"	"Stop"	"207,06$"	""	"Ausgeführt"	"+5,20$"	"+0,13%"	""	""	"200,28"	"0,03%"	"200,35"	"Kein Limit"	""	"336M"	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"8 Juni 2026, 18:25:31"	"BROADCOM"	"AVGO"	""	"396,96$"	"15"	"0 => 15"	"Kauf"	"Limit"	""	"396,96$"	"Ausgeführt"	"-"	"-"	""	""	"387,48"	"0,20%"	"388,25"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"5 Juni 2026, 21:13:39"	"APPLE"	"AAPL"	""	"308,26$"	"-10"	"10 => 0"	"Verkauf"	"Stop"	"308,30$"	""	"Ausgeführt"	"+24,40$"	"+0,80%"	""	""	"293,64"	"0,12%"	"293,99"	"Kein Limit"	""	"292M"	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"5 Juni 2026, 21:00:39"	"AMAZON"	"AMZN"	""	"247,59$"	"-14"	"14 => 0"	"Verkauf"	"Stop"	"247,60$"	""	"Ausgeführt"	"-238,62$"	"-6,44%"	""	""	"234,78"	"0,09%"	"235,00"	"Kein Limit"	""	"1,22B"	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"5 Juni 2026, 18:48:28"	"NVIDIA"	"NVDA"	""	"206,80$"	"20"	"0 => 20"	"Kauf"	"Limit"	""	"206,80$"	"Ausgeführt"	"-"	"-"	""	""	"200,28"	"0,03%"	"200,35"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"5 Juni 2026, 18:05:16"	"TESLA"	"TSLA"	""	"399,90$"	"10"	"0 => 10"	"Kauf"	"Limit"	""	"399,90$"	"Ausgeführt"	"-"	"-"	""	""	"376,82"	"0,02%"	"376,90"	"Kein Limit"	""	""	"AKT"	"Gebrauchsgüter"	"NASDAQ ETH"	"USD"	
""	"5 Juni 2026, 16:01:24"	"MAXLINEAR"	"MXL"	""	"85,40$"	"-30"	"30 => 0"	"Verkauf"	"Stop"	"85,40$"	""	"Ausgeführt"	"-443,70$"	"-14,76%"	""	""	"87,80"	"0,80%"	"88,50"	"Kein Limit"	""	"1,27B"	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"5 Juni 2026, 15:30:50"	"BROADCOM"	"AVGO"	""	"404,05$"	"-20"	"20 => 0"	"Verkauf"	"Stop"	"404,10$"	""	"Ausgeführt"	"-327,10$"	"-3,89%"	""	""	"387,48"	"0,20%"	"388,25"	"Kein Limit"	""	"64,2M"	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
""	"5 Juni 2026, 14:55:02"	"Spot  Gold"	"XAUUSD"	""	"4.415,29$"	"-2"	"2 => 0"	"Verkauf"	"Stop"	"4.415,50$"	""	"Ausgeführt"	"+29,34$"	"+14,67"	""	""	"4.000,24"	"0,34"	"4.000,58"	"Kein Limit"	""	"730M"	"FX"	""	"Gold & Silber - IB"	"USD"	
""	"4 Juni 2026, 21:41:16"	"BROADCOM"	"AVGO"	""	"420,40$"	"20"	"0 => 20"	"Kauf"	"Limit"	""	"420,40$"	"Ausgeführt"	"-"	"-"	""	""	"387,48"	"0,20%"	"388,25"	"Kein Limit"	""	""	"AKT"	"Technologie"	"NASDAQ ETH"	"USD"	
