Ticker
AAOI
ABBV
AEP
ALLY
ARMK
ATEX
AVTR
BAX
BBY
BHP
BIIB
BN
BRKB
BRX
BWA
CARR
CDNS
CL
CLS
CRBG
CROX
CSCO
CVS
DIA
DOCN
DUOL
DXCM
EA
EWBC
EXTR
FCX
FTNT
GOOGL
HOG
HPE
INSW
KDP
KGS
KHC
KIM
KKR
KO
LIN
LMND
LYV
M
MANU
MARA
MC
MET
MGM
MNST
MOH
MTCH
NTRS
NUE
NVMI
OKTA
PENN
PFGC
PGNY
PM
PPG
PRU
RBRK
RDDT
ROK
ROKU
ROST
STRL
STT
TRMD
TROW
UPST
URI
VIAV
VRNS
WELL
XLF
XLP
XLV
XLY
